阶段,hour,datetime,T_inf_degC,U_m_s,d_eff_m,T_shell_degC,Q_W,Q_eff_W,T_wo_degC,Gr_Re2,Q_cap_W,h_nat_W_m2K,h_forced_W_m2K,h_mixed_W_m2K
大潮,4114,2026-06-21 11:00:00,27.218716825340803,0.08158107894736844,30.175760273972603,76.87653920332416,6519.142489441227,6519.407194996013,27.814164340170162,0.2661663277340037,637555.313518289,200.36511380409547,276.14994988612676,307.5941274263087
大潮,4115,2026-06-21 12:00:00,27.214917344543537,0.07368634210526318,30.365760273972604,76.84368685924878,6509.068089018383,6513.937917874457,27.849484091880054,0.3478327061806387,611855.4292657439,204.17038523610225,258.16663088292034,295.17374569139685
大潮,4116,2026-06-21 13:00:00,27.212417393708197,0.0578968684210526,30.515760273972603,76.83854264348716,6495.105857911155,6502.182482219515,27.947857017046143,0.6538027157190708,567832.1697793932,214.004349997173,220.71749980941613,273.92289536278963
大潮,4117,2026-06-21 14:00:00,27.21251809548111,0.03816002631578945,30.585760273972603,76.87310677269637,6474.260200626558,6485.3358410829105,28.14504632986267,1.9132390723700299,539043.2867637823,233.23376770110744,169.80106613969718,260.03560096808116
大潮,4118,2026-06-21 15:00:00,27.214894167671464,0.039475815789473664,30.585760273972603,76.9208078166285,6484.335672675617,6479.762380689598,28.1315714471264,1.7571797394592121,539716.4517660388,231.69562371494618,173.39736237452692,260.372057040301
大潮,4119,2026-06-21 16:00:00,27.21987089002446,0.06579160526315787,30.5057602739726,76.91733333885684,6514.361446086564,6501.474080075596,27.901742561112055,0.46919431883333845,588424.0072273099,208.8016045741118,239.73301228954716,283.89650715414376
大潮,4120,2026-06-21 17:00:00,27.22874938518888,0.09210739473684211,30.305760273972602,76.87185854596198,6522.848995203671,6519.293111239553,27.779193754503122,0.19296191792730635,674000.1474355847,196.0037986948042,299.53247295189846,325.23907653287966
大潮,4121,2026-06-21 18:00:00,27.240228528073622,0.11184423684210529,30.0257602739726,76.81944222318342,6521.359879845355,6522.238120984381,27.72363079456359,0.11486260434445485,743837.5872663782,184.89835115019275,341.86335364157856,359.0172605170934
大潮,4122,2026-06-21 19:00:00,27.253983036491164,0.11710739473684212,29.675760273972603,76.7776388647224,6514.365463227995,6517.7354704361205,27.721975749262338,0.10144631418429811,761581.4738331083,179.1648275372995,352.9113477155025,367.67729767836295
大潮,4123,2026-06-21 20:00:00,27.266760099546513,0.09868634210526316,29.355760273972603,76.75895959322197,6501.663983762292,6507.924857706661,27.79080918862037,0.1601350003945862,697349.4870360218,193.53954097355611,313.9276094745753,336.7488684826316
大潮,4124,2026-06-21 21:00:00,27.27595746828067,0.06447581578947369,29.145760273972602,76.77757805669602,6481.26192267314,6492.100940673993,27.962721108251763,0.4927955662588632,584103.058407236,209.45725597794893,236.70862639031813,282.11156673634264
大潮,4125,2026-06-21 22:00:00,27.28027401760583,0.03947581578947368,29.085760273972603,76.84294883047446,6460.97161476537,6472.26583058356,28.193443950522724,1.7533512222822702,538936.4717474104,231.5832635209964,173.47644988477407,260.31820732831716
大潮,4126,2026-06-21 23:00:00,27.27808334146741,0.07763371052631579,29.225760273972604,76.87168282117291,6506.8069626503375,6487.809332520025,27.89138337152346,0.30327327688064515,624053.8933737254,202.28932835139207,267.3408097330172,301.41927511308467
大潮,4127,2026-06-22 00:00:00,27.2729635292931,0.09473897368421053,29.455760273972604,76.84760738183674,6513.279298243573,6510.214232977995,27.812304082095512,0.1788920365587192,683068.9455037771,195.0510589016189,305.38750422134734,329.89162729793634
大潮,4128,2026-06-22 01:00:00,27.266540984705877,0.09473897368421053,29.725760273972604,76.82063827174251,6509.845556864048,6511.441900181558,27.80562954357498,0.17877791638768908,683092.1143059073,195.0074411209804,305.3714665239434,329.8626370702461
大潮,4129,2026-06-22 02:00:00,27.2614179542323,0.08289686842105265,29.955760273972604,76.80694337101667,6501.8968975170355,6505.810191235597,27.8490099613664,0.2546404391753311,641597.5866691767,199.72807574828042,279.20061382219626,309.7949878306972
大潮,4130,2026-06-22 03:00:00,27.257919717626642,0.0657916052631579,30.135760273972604,76.81454092457966,6491.399580924128,6496.776666000917,27.937255503929226,0.46789755671693006,587960.7075746314,208.67470574834482,239.8027202584516,283.8776247074495
大潮,4131,2026-06-22 04:00:00,27.25702211657919,0.04473897368421051,30.235760273972602,76.85333746467681,6474.522739370188,6483.540200709984,28.110108527124304,1.2735017647858957,543605.7451341591,225.63545463836914,187.4996854156881,262.4578130494989
大潮,4132,2026-06-22 05:00:00,27.25872514987828,0.03421265789473685,30.2557602739726,76.9206699109866,6467.491176942042,6471.4335724477105,28.24614034608058,2.525115147828951,538927.4120750501,238.75639579002194,158.84443916765525,260.20747308278334
大潮,4133,2026-06-22 06:00:00,27.263028816313078,0.05131792105263157,30.195760273972603,76.95580631805491,6499.227725450276,6485.093046785399,28.05364984563753,0.8964458387766827,553864.5157075662,219.55686806661518,204.4415624661903,267.4412989582543
